date;heure;GEN;A1;GON;RUR-SE;RUR_S;RN6;PA04C;BOB;AUT;VITRY;RUR_N;BP_EST;RAMBO
20/07/2019;1;24;18;12;4;6;11;16;9;29;13;8;17;5
20/07/2019;2;25;21;11;5;5;10;18;13;25;12;9;19;7
20/07/2019;3;26;28;11;7;5;8;17;13;13;9;12;21;6
20/07/2019;4;22;18;13;5;6;9;12;9;13;10;14;17;10
20/07/2019;5;12;23;17;5;3;10;11;9;11;9;12;23;7
20/07/2019;6;11;19;16;4;1;15;11;11;11;10;9;25;6
20/07/2019;7;11;23;11;3;4;12;10;8;13;9;6;20;4
20/07/2019;8;8;13;6;0;5;15;5;5;10;7;3;14;1
20/07/2019;9;4;16;3;3;4;13;7;4;7;4;3;9;0
20/07/2019;10;6;17;7;4;2;7;8;3;6;2;6;7;0
20/07/2019;11;n/d;11;6;4;3;9;8;2;9;7;4;10;1
20/07/2019;12;n/d;17;5;2;4;16;7;2;10;5;8;10;2
20/07/2019;13;n/d;17;4;1;4;8;8;3;13;3;7;9;3
20/07/2019;14;n/d;16;5;0;5;14;9;4;9;8;3;7;3
20/07/2019;15;n/d;13;4;1;4;10;6;3;11;7;2;7;2
20/07/2019;16;n/d;18;4;3;3;15;5;5;10;4;2;9;4
20/07/2019;17;n/d;15;4;2;2;8;7;6;7;4;2;7;3
20/07/2019;18;n/d;21;6;3;5;10;7;7;9;3;3;7;2
20/07/2019;19;6;22;8;6;6;10;6;5;8;2;3;7;1
20/07/2019;20;8;18;7;5;3;8;8;4;12;4;2;5;7
20/07/2019;21;8;20;7;5;2;8;10;5;12;10;6;9;5
20/07/2019;22;8;19;6;4;6;10;8;5;17;8;n/d;7;1
20/07/2019;23;8;16;5;3;6;10;10;6;24;6;9;6;0
20/07/2019;24;8;14;3;2;3;7;9;9;16;3;5;9;2
21/07/2019;1;8;15;8;2;2;4;8;10;15;n/d;3;9;3
21/07/2019;2;8;10;8;5;4;5;6;9;13;7;n/d;8;1
21/07/2019;3;7;12;8;4;3;6;7;5;15;5;n/d;11;3
21/07/2019;4;7;12;7;1;0;6;6;6;12;6;7;7;5
21/07/2019;5;7;15;7;2;4;7;7;6;16;7;2;6;3
21/07/2019;6;9;14;6;4;4;6;6;5;16;6;5;10;2
21/07/2019;7;8;10;11;3;7;7;5;4;9;6;4;8;0
21/07/2019;8;7;18;8;6;9;14;3;6;11;5;5;7;0
21/07/2019;9;6;19;7;5;5;10;3;6;8;3;7;4;0
21/07/2019;10;5;13;6;4;3;10;6;4;8;2;6;7;0
21/07/2019;11;5;13;6;3;3;8;6;2;7;2;3;6;2
21/07/2019;12;5;14;7;2;4;10;6;3;6;4;3;6;0
21/07/2019;13;6;15;4;4;3;15;7;3;5;3;5;5;4
21/07/2019;14;7;12;4;3;5;12;7;4;9;3;5;4;4
21/07/2019;15;7;11;7;2;3;10;7;4;9;9;5;5;2
21/07/2019;16;6;12;7;3;3;8;7;4;9;6;3;7;2
21/07/2019;17;7;12;7;6;4;7;8;5;8;3;3;8;1
21/07/2019;18;7;11;5;5;8;7;9;5;8;6;4;10;1
21/07/2019;19;9;13;7;7;6;10;10;3;11;4;4;10;1
21/07/2019;20;8;9;6;6;8;9;11;4;20;5;7;16;3
21/07/2019;21;8;14;10;7;9;10;9;8;14;7;11;17;6
21/07/2019;22;10;18;12;6;9;15;9;7;20;7;7;25;7
21/07/2019;23;10;7;9;4;5;8;10;8;13;12;4;15;5
21/07/2019;24;8;7;7;4;3;11;8;6;15;11;5;14;3
22/07/2019;1;9;10;7;4;6;9;8;5;10;8;3;10;n/d
22/07/2019;2;8;7;5;3;6;8;10;5;8;9;5;17;4
22/07/2019;3;7;6;3;6;5;9;7;6;10;6;3;10;2
22/07/2019;4;8;8;4;7;7;8;7;4;13;7;0;11;9
22/07/2019;5;8;13;4;3;5;17;8;6;17;5;1;23;6
22/07/2019;6;11;10;12;5;4;14;7;9;31;9;3;22;6
22/07/2019;7;11;18;10;8;7;10;9;11;16;10;5;21;5
22/07/2019;8;13;15;9;5;9;11;12;12;19;10;6;17;5
22/07/2019;9;15;13;7;6;8;12;13;9;14;9;6;12;4
22/07/2019;10;16;19;9;6;5;14;12;5;14;6;n/d;12;2
22/07/2019;11;14;10;10;5;3;11;12;4;13;8;8;10;2
22/07/2019;12;12;11;8;4;6;11;10;4;14;8;6;9;2
22/07/2019;13;10;14;7;3;6;13;13;3;19;8;8;12;3
22/07/2019;14;11;15;8;5;6;9;13;6;13;9;10;11;4
22/07/2019;15;13;13;9;6;8;6;14;6;16;9;6;12;5
22/07/2019;16;14;16;9;5;7;10;12;7;13;7;6;14;4
22/07/2019;17;12;13;11;5;10;10;12;7;16;7;9;13;3
22/07/2019;18;14;15;12;3;9;13;12;7;13;6;8;13;3
22/07/2019;19;13;12;14;5;8;12;11;8;15;12;8;17;5
22/07/2019;20;12;13;12;6;9;13;14;9;15;10;7;21;5
22/07/2019;21;14;15;10;11;10;17;16;11;13;13;10;23;7
22/07/2019;22;18;21;17;9;12;13;12;13;27;14;8;24;8
22/07/2019;23;22;17;14;12;10;14;12;14;27;12;15;25;8
22/07/2019;24;18;12;13;10;9;12;12;13;21;13;11;20;6
23/07/2019;1;18;11;11;7;10;13;13;13;20;12;10;15;6
23/07/2019;2;16;16;14;8;9;12;13;11;20;15;8;17;11
23/07/2019;3;14;15;13;13;9;10;14;17;22;10;10;14;10
23/07/2019;4;15;21;14;10;8;11;14;11;26;8;10;21;8
23/07/2019;5;16;21;15;12;12;13;15;12;27;14;13;22;7
23/07/2019;6;16;14;14;9;9;18;19;11;26;11;10;25;7
23/07/2019;7;15;19;13;6;9;12;21;11;23;13;8;12;7
23/07/2019;8;17;20;8;5;10;13;14;10;17;9;12;15;5
23/07/2019;9;20;16;10;10;10;11;15;10;19;10;11;14;4
23/07/2019;10;17;15;14;7;9;10;14;8;13;10;12;14;7
23/07/2019;11;15;16;9;5;7;13;14;5;15;8;8;11;9
23/07/2019;12;12;15;10;5;9;8;13;6;12;6;n/d;12;7
23/07/2019;13;12;20;10;5;20;12;14;7;13;7;7;14;7
23/07/2019;14;13;16;9;7;17;11;13;4;14;7;6;20;8
23/07/2019;15;13;17;8;5;6;11;12;3;16;9;5;11;17
23/07/2019;16;13;9;6;6;7;12;12;8;16;n/d;6;13;12
23/07/2019;17;12;8;7;9;7;13;13;6;16;n/d;6;19;8
23/07/2019;18;14;17;11;13;7;12;12;5;17;n/d;8;19;5
23/07/2019;19;12;10;12;10;8;17;13;10;11;n/d;7;16;8
23/07/2019;20;14;16;14;8;10;13;13;9;18;n/d;7;22;8
23/07/2019;21;17;16;12;9;7;10;15;14;13;n/d;11;13;7
23/07/2019;22;19;22;14;8;7;13;17;13;14;n/d;7;16;8
23/07/2019;23;19;15;11;6;8;17;15;11;19;n/d;5;13;6
23/07/2019;24;19;18;13;6;7;10;14;9;21;n/d;4;13;8
24/07/2019;1;18;15;10;5;7;8;12;9;15;n/d;4;12;8
24/07/2019;2;17;14;10;6;11;9;12;9;8;n/d;8;11;9
24/07/2019;3;16;20;16;6;9;8;13;9;14;n/d;11;12;6
24/07/2019;4;17;26;16;9;7;19;14;8;13;n/d;10;18;7
24/07/2019;5;21;25;13;8;7;14;15;9;19;n/d;13;29;5
24/07/2019;6;20;22;17;9;9;18;17;12;23;n/d;15;29;9
24/07/2019;7;15;29;22;7;11;17;18;14;19;n/d;13;24;9
24/07/2019;8;17;24;13;7;15;13;16;12;19;n/d;14;17;9
24/07/2019;9;19;26;12;11;15;18;19;15;24;n/d;19;19;14
24/07/2019;10;19;25;13;10;13;20;21;16;19;n/d;16;22;15
24/07/2019;11;n/d;23;15;8;13;25;22;16;22;n/d;15;25;13
24/07/2019;12;n/d;25;17;6;11;21;n/d;12;18;n/d;14;19;12
24/07/2019;13;n/d;26;16;10;11;16;n/d;14;22;n/d;16;20;14
24/07/2019;14;n/d;21;16;13;13;17;n/d;12;17;n/d;18;20;11
24/07/2019;15;17;20;21;10;8;22;n/d;8;18;n/d;17;20;11
24/07/2019;16;17;25;20;10;10;18;n/d;10;19;n/d;19;22;11
24/07/2019;17;18;18;19;16;14;18;n/d;12;21;n/d;18;21;13
24/07/2019;18;18;23;22;13;12;19;26;15;27;n/d;16;16;11
24/07/2019;19;17;24;22;12;12;19;23;15;27;n/d;18;24;12
24/07/2019;20;20;26;26;14;13;29;29;17;31;n/d;22;19;10
24/07/2019;21;24;30;25;17;15;24;34;21;35;n/d;16;34;11
24/07/2019;22;22;33;21;15;18;24;30;19;30;n/d;17;31;14
24/07/2019;23;22;27;24;16;20;24;26;21;39;n/d;12;28;13
24/07/2019;24;22;29;26;13;21;21;26;20;33;n/d;12;26;20
25/07/2019;1;22;31;25;15;24;19;24;21;32;n/d;20;26;24
25/07/2019;2;21;35;17;13;15;20;23;14;32;n/d;15;21;18
25/07/2019;3;20;n/d;22;11;15;16;21;19;31;n/d;19;27;17
25/07/2019;4;21;n/d;23;10;16;22;22;22;37;n/d;20;29;18
25/07/2019;5;24;35;18;10;17;23;22;19;40;n/d;18;31;16
25/07/2019;6;26;33;28;12;12;29;24;23;39;n/d;16;42;12
25/07/2019;7;29;35;29;13;14;25;28;21;27;n/d;20;31;12
25/07/2019;8;34;35;26;10;13;28;33;21;30;n/d;23;28;10
25/07/2019;9;31;31;19;9;14;23;31;22;25;n/d;21;24;16
25/07/2019;10;25;22;23;10;10;21;25;11;25;n/d;20;22;10
25/07/2019;11;22;21;16;12;9;18;n/d;11;25;n/d;23;23;10
25/07/2019;12;20;23;16;15;16;22;n/d;16;24;n/d;14;22;12
25/07/2019;13;25;25;21;14;17;21;n/d;13;19;n/d;17;23;15
25/07/2019;14;22;24;22;16;18;20;n/d;17;22;n/d;15;30;14
25/07/2019;15;24;25;23;15;15;18;n/d;15;23;n/d;17;23;17
25/07/2019;16;22;30;20;16;17;18;n/d;17;21;n/d;16;25;16
25/07/2019;17;19;18;23;17;12;18;n/d;18;16;n/d;13;19;12
25/07/2019;18;22;21;22;17;12;21;n/d;13;21;n/d;18;21;13
25/07/2019;19;26;28;24;18;15;26;n/d;16;30;n/d;17;32;13
25/07/2019;20;22;29;25;15;14;16;n/d;13;34;n/d;19;32;12
25/07/2019;21;15;29;19;11;16;19;n/d;11;27;n/d;21;22;7
25/07/2019;22;15;27;20;11;11;24;n/d;17;24;n/d;19;28;7
25/07/2019;23;20;25;19;12;18;18;n/d;13;29;n/d;20;24;8
25/07/2019;24;20;29;19;11;29;23;n/d;15;26;n/d;16;23;10
26/07/2019;1;19;17;19;14;13;15;n/d;17;22;n/d;16;19;11
26/07/2019;2;19;18;15;16;11;15;n/d;14;23;n/d;15;21;15
26/07/2019;3;19;19;13;14;11;16;n/d;15;24;n/d;16;19;16
26/07/2019;4;15;33;19;12;10;14;n/d;17;26;n/d;15;23;11
26/07/2019;5;13;23;22;19;7;28;n/d;13;13;n/d;15;15;10
26/07/2019;6;7;13;7;15;6;17;n/d;9;16;n/d;6;11;7
26/07/2019;7;n/d;13;6;6;n/d;10;n/d;5;13;n/d;3;8;5
26/07/2019;8;n/d;11;8;8;9;9;n/d;4;10;n/d;3;8;5
26/07/2019;9;n/d;14;8;6;8;6;n/d;3;13;n/d;5;9;9
26/07/2019;10;n/d;13;6;6;12;12;11;5;16;n/d;5;10;7
26/07/2019;11;n/d;13;7;6;8;15;13;6;13;n/d;6;12;11
26/07/2019;12;n/d;13;8;8;13;17;12;6;16;n/d;9;15;8
26/07/2019;13;n/d;37;12;7;9;12;14;8;16;n/d;7;13;9
26/07/2019;14;n/d;15;11;6;8;17;14;11;17;n/d;8;16;7
26/07/2019;15;n/d;21;11;6;4;12;15;9;16;n/d;9;12;7
26/07/2019;16;n/d;22;10;5;2;10;12;7;14;n/d;8;7;6
26/07/2019;17;n/d;16;9;5;4;8;11;4;22;n/d;5;8;8
26/07/2019;18;n/d;11;8;11;7;15;13;2;14;11;8;11;6
26/07/2019;19;n/d;20;13;12;5;17;15;9;11;10;10;14;10
26/07/2019;20;n/d;15;10;10;7;15;13;7;14;12;15;13;10
26/07/2019;21;n/d;18;8;17;8;11;11;9;12;11;9;12;9
26/07/2019;22;n/d;16;10;7;8;9;10;7;14;11;7;13;8
26/07/2019;23;n/d;5;7;9;3;7;12;3;12;8;3;10;4
26/07/2019;24;n/d;5;6;8;0;14;8;4;8;6;3;6;4
27/07/2019;1;n/d;7;4;6;5;10;6;5;8;6;5;6;7
27/07/2019;2;n/d;9;3;4;4;5;7;5;12;5;3;6;6
27/07/2019;3;n/d;5;6;5;2;5;n/d;3;9;6;5;5;4
27/07/2019;4;n/d;7;4;4;0;8;n/d;3;5;5;5;5;2
27/07/2019;5;n/d;7;1;6;2;6;n/d;3;7;2;3;4;1
27/07/2019;6;n/d;7;2;5;4;3;5;1;15;6;2;2;0
27/07/2019;7;n/d;8;2;5;2;4;4;0;9;5;1;3;1
27/07/2019;8;n/d;7;0;4;0;3;4;2;11;3;0;3;1
27/07/2019;9;n/d;4;0;2;1;6;4;1;12;3;1;4;2
27/07/2019;10;n/d;6;2;4;6;6;5;0;10;3;2;5;7
27/07/2019;11;n/d;7;4;3;5;6;7;0;11;4;2;5;6
27/07/2019;12;n/d;8;3;2;1;6;7;4;7;8;2;7;3
27/07/2019;13;n/d;11;7;5;1;10;7;4;13;7;6;7;2
27/07/2019;14;n/d;11;8;3;2;7;7;3;9;7;4;7;5
27/07/2019;15;n/d;7;7;2;5;7;7;5;10;6;1;5;9
27/07/2019;16;n/d;10;5;2;4;9;7;4;9;4;3;5;6
27/07/2019;17;n/d;8;4;5;7;8;8;9;9;7;4;9;8
27/07/2019;18;n/d;13;6;6;4;4;6;6;7;7;6;7;8
27/07/2019;19;n/d;8;6;5;3;3;6;3;10;8;4;5;8
27/07/2019;20;n/d;7;4;3;7;4;6;4;9;7;2;6;9
27/07/2019;21;n/d;8;7;3;8;11;7;3;12;5;4;6;8
27/07/2019;22;n/d;10;6;4;8;6;8;8;9;4;3;6;9
27/07/2019;23;n/d;13;8;3;9;4;10;10;9;6;9;9;9
27/07/2019;24;n/d;11;10;3;6;11;8;8;13;9;7;10;9
28/07/2019;1;n/d;9;10;6;5;10;8;7;10;6;5;8;6
28/07/2019;2;n/d;9;10;9;9;8;7;8;10;7;4;8;3
28/07/2019;3;n/d;17;7;8;5;9;10;7;7;13;1;7;4
28/07/2019;4;n/d;13;4;6;3;8;9;6;6;9;3;6;5
28/07/2019;5;n/d;14;3;3;4;4;8;7;13;8;4;10;4
28/07/2019;6;n/d;13;5;3;4;7;9;7;10;7;8;11;4
28/07/2019;7;n/d;11;7;6;10;13;10;6;16;11;7;12;9
28/07/2019;8;n/d;11;7;9;7;12;12;9;14;12;5;14;8
28/07/2019;9;n/d;13;7;11;8;16;9;6;9;8;4;12;7
28/07/2019;10;n/d;10;7;8;5;14;8;5;10;5;4;7;7
28/07/2019;11;n/d;13;7;5;5;11;8;5;12;7;3;10;4
28/07/2019;12;n/d;13;9;5;8;11;9;6;13;6;8;8;0
28/07/2019;13;n/d;12;10;6;6;7;8;5;12;5;9;12;0
28/07/2019;14;n/d;10;8;8;4;8;10;6;9;10;5;10;0
28/07/2019;15;n/d;16;5;6;4;12;11;4;13;7;5;7;3
28/07/2019;16;n/d;9;6;4;5;10;10;5;12;7;5;8;7
28/07/2019;17;n/d;12;5;4;6;10;8;4;9;5;5;6;7
28/07/2019;18;n/d;10;5;2;5;9;8;4;14;5;4;5;7
28/07/2019;19;n/d;12;6;2;7;8;8;5;11;4;5;7;6
28/07/2019;20;n/d;11;6;3;7;8;9;8;21;5;5;7;7
28/07/2019;21;n/d;9;11;2;7;8;9;8;19;7;6;8;6
28/07/2019;22;n/d;14;9;4;5;19;8;7;17;5;6;10;2
28/07/2019;23;n/d;7;9;3;3;5;7;8;17;5;5;10;6
28/07/2019;24;n/d;8;8;3;5;9;7;5;15;6;5;10;8
29/07/2019;1;n/d;6;9;3;6;9;7;5;10;6;3;9;5
29/07/2019;2;n/d;11;7;3;7;7;8;8;10;13;3;11;3
29/07/2019;3;n/d;7;6;3;6;5;9;9;13;10;2;18;7
29/07/2019;4;n/d;12;6;3;5;5;10;10;16;7;2;19;5
29/07/2019;5;n/d;13;7;5;4;9;11;17;26;12;5;22;3
29/07/2019;6;n/d;17;9;4;2;8;10;17;24;11;4;26;5
29/07/2019;7;n/d;14;15;8;4;15;10;10;11;9;7;20;5
29/07/2019;8;n/d;10;12;7;3;6;11;7;16;6;9;19;5
29/07/2019;9;n/d;8;8;4;0;5;10;5;12;10;6;12;3
29/07/2019;10;n/d;11;5;4;1;8;9;2;11;6;2;14;4
29/07/2019;11;n/d;9;5;3;2;10;7;7;8;2;2;13;3
29/07/2019;12;n/d;11;4;3;3;7;11;5;12;9;5;8;1
29/07/2019;13;n/d;8;6;3;4;10;13;4;12;6;4;8;2
29/07/2019;14;n/d;12;8;4;6;7;9;3;11;1;4;10;2
29/07/2019;15;n/d;12;8;4;6;8;8;3;12;1;8;11;2
29/07/2019;16;n/d;9;7;4;4;11;9;4;8;3;8;12;1
29/07/2019;17;n/d;9;7;4;4;11;9;4;9;6;5;10;6
29/07/2019;18;n/d;12;10;3;3;8;7;6;11;6;4;9;5
29/07/2019;19;n/d;13;9;5;2;8;8;5;10;6;5;13;2
29/07/2019;20;n/d;17;7;6;5;8;9;11;18;6;6;14;2
29/07/2019;21;n/d;16;12;4;5;13;9;11;11;6;9;20;6
29/07/2019;22;n/d;20;14;3;3;11;11;12;24;11;8;7;6
29/07/2019;23;n/d;22;14;5;4;8;10;11;18;8;10;14;5
29/07/2019;24;n/d;16;13;5;4;7;11;8;9;8;10;14;5
30/07/2019;1;n/d;10;9;3;3;8;9;13;27;10;12;13;5
30/07/2019;2;n/d;11;7;5;3;7;7;10;10;8;10;10;7
30/07/2019;3;n/d;12;8;5;4;8;6;10;9;9;7;7;5
30/07/2019;4;n/d;10;6;6;4;7;5;9;10;6;5;8;5
30/07/2019;5;n/d;14;7;5;5;10;6;7;7;7;4;11;5
30/07/2019;6;n/d;12;5;3;5;16;7;5;8;6;5;13;4
30/07/2019;7;n/d;9;3;4;4;7;7;7;6;4;6;12;3
30/07/2019;8;n/d;11;4;6;7;10;8;6;n/d;5;6;13;4
30/07/2019;9;n/d;9;4;4;4;11;10;12;n/d;3;5;9;2
30/07/2019;10;n/d;15;7;3;5;11;11;9;n/d;3;6;8;0
30/07/2019;11;n/d;15;6;3;8;8;11;7;n/d;10;5;12;2
30/07/2019;12;n/d;12;5;2;3;6;7;6;n/d;9;2;8;3
30/07/2019;13;n/d;8;5;4;0;9;8;4;18;6;1;7;2
30/07/2019;14;n/d;17;6;5;3;9;7;4;11;4;4;11;5
30/07/2019;15;n/d;8;5;2;2;11;7;4;12;5;3;10;6
30/07/2019;16;n/d;15;10;1;3;9;5;4;14;5;3;8;2
30/07/2019;17;n/d;13;6;5;4;7;5;3;11;4;2;6;0
30/07/2019;18;n/d;13;5;3;3;6;6;2;13;2;3;4;3
30/07/2019;19;n/d;13;5;0;5;9;8;2;8;11;4;5;5
30/07/2019;20;n/d;16;9;4;5;8;9;2;12;8;4;8;5
30/07/2019;21;n/d;8;7;3;3;8;10;2;11;5;6;9;5
30/07/2019;22;n/d;12;10;4;3;9;7;3;13;9;7;12;6
30/07/2019;23;n/d;9;7;4;4;6;6;5;8;7;5;7;4
30/07/2019;24;n/d;6;5;3;3;7;6;4;5;4;2;10;3
31/07/2019;1;n/d;4;5;3;2;5;4;3;4;3;2;8;3
31/07/2019;2;n/d;4;2;3;2;6;4;1;8;3;4;5;2
31/07/2019;3;n/d;5;1;2;4;5;5;1;7;6;2;5;4
31/07/2019;4;n/d;4;4;2;4;5;5;3;5;5;2;8;4
31/07/2019;5;n/d;22;8;3;2;6;6;2;11;3;3;8;4
31/07/2019;6;n/d;17;8;7;2;6;7;6;10;4;3;9;4
31/07/2019;7;n/d;17;7;5;5;6;6;7;10;4;3;8;6
31/07/2019;8;n/d;13;7;2;4;12;7;6;10;6;1;8;4
31/07/2019;9;n/d;13;7;2;5;8;9;6;14;10;2;8;3
31/07/2019;10;n/d;20;5;5;7;5;8;6;13;7;2;9;3
31/07/2019;11;n/d;14;5;9;6;8;8;4;9;4;3;9;2
31/07/2019;12;n/d;14;9;8;3;7;8;3;7;7;4;6;3
31/07/2019;13;n/d;13;9;4;2;5;8;6;9;5;4;6;2
31/07/2019;14;n/d;13;7;1;4;12;7;7;8;3;4;5;0
31/07/2019;15;n/d;14;6;0;2;12;7;5;8;6;4;3;0
31/07/2019;16;n/d;16;6;2;1;8;7;3;11;4;3;4;0
31/07/2019;17;n/d;11;9;2;3;5;7;1;9;2;4;4;3
31/07/2019;18;n/d;13;6;1;5;6;8;5;9;5;6;7;5
31/07/2019;19;n/d;19;5;3;3;5;10;6;14;5;6;9;4
31/07/2019;20;n/d;8;4;2;2;11;10;6;15;6;6;7;3
31/07/2019;21;n/d;21;8;2;1;12;11;7;16;6;5;4;4
31/07/2019;22;n/d;8;5;4;5;8;8;5;11;6;3;5;8
31/07/2019;23;n/d;7;10;3;7;10;6;5;15;5;6;11;11
31/07/2019;24;n/d;6;12;5;5;8;7;8;15;7;n/d;12;10
01/08/2019;1;n/d;7;8;6;3;4;8;7;11;8;6;12;6
01/08/2019;2;n/d;7;9;5;7;3;9;10;10;6;7;12;4
01/08/2019;3;n/d;15;7;5;4;7;9;9;12;9;6;16;7
01/08/2019;4;n/d;11;10;3;4;9;14;11;15;10;4;15;7
01/08/2019;5;n/d;15;12;4;4;10;8;10;18;15;5;23;5
01/08/2019;6;n/d;12;11;4;1;12;10;11;19;12;6;22;6
01/08/2019;7;n/d;12;10;6;0;9;11;14;12;16;9;21;5
01/08/2019;8;n/d;17;11;6;3;12;11;11;15;16;8;19;0
01/08/2019;9;n/d;n/d;6;5;3;10;10;10;12;13;6;17;2
01/08/2019;10;n/d;n/d;6;6;3;9;n/d;7;14;10;6;15;3
01/08/2019;11;n/d;n/d;8;7;8;8;n/d;5;14;7;9;15;3
01/08/2019;12;n/d;n/d;7;4;6;9;n/d;4;13;4;7;8;5
01/08/2019;13;n/d;19;5;4;2;10;n/d;4;12;6;6;n/d;3
01/08/2019;14;n/d;18;8;4;4;6;7;7;9;8;5;12;4
01/08/2019;15;n/d;13;6;2;6;12;8;5;8;6;4;12;5
01/08/2019;16;n/d;11;5;1;4;9;11;9;10;8;3;14;3
01/08/2019;17;n/d;8;9;2;3;10;10;9;10;6;5;17;3
01/08/2019;18;n/d;8;8;4;3;10;9;8;14;8;5;12;3
01/08/2019;19;n/d;10;9;5;6;8;10;5;12;8;7;22;2
01/08/2019;20;n/d;6;7;6;5;9;11;6;16;11;6;18;5
01/08/2019;21;n/d;6;8;4;6;16;8;7;8;8;5;10;4
01/08/2019;22;n/d;7;7;4;5;8;8;10;18;6;6;8;5
01/08/2019;23;n/d;9;6;7;6;8;8;8;9;5;3;9;7
01/08/2019;24;n/d;7;8;5;6;10;8;5;11;8;6;10;6
02/08/2019;1;n/d;7;7;8;5;6;8;5;6;6;5;8;5
02/08/2019;2;n/d;6;5;6;6;3;7;6;6;5;4;14;4
02/08/2019;3;n/d;3;7;6;4;5;6;5;7;5;7;11;2
02/08/2019;4;n/d;9;7;5;3;7;6;2;9;8;6;14;3
02/08/2019;5;n/d;9;5;2;4;7;5;3;20;9;6;12;5
02/08/2019;6;n/d;7;5;1;3;10;6;9;13;7;7;15;4
02/08/2019;7;n/d;9;4;2;2;13;8;7;10;9;5;12;4
02/08/2019;8;n/d;9;9;5;5;12;7;3;13;8;4;16;4
02/08/2019;9;n/d;11;8;4;7;11;8;6;12;7;3;10;5
02/08/2019;10;n/d;11;6;6;6;8;9;7;16;7;n/d;7;5
02/08/2019;11;n/d;12;4;4;5;8;7;4;13;9;4;8;5
02/08/2019;12;n/d;10;6;5;3;6;7;6;11;6;8;12;4
02/08/2019;13;n/d;15;6;8;5;7;9;6;13;3;7;7;4
02/08/2019;14;n/d;16;7;6;8;9;10;7;13;7;5;12;2
02/08/2019;15;n/d;10;7;4;7;8;9;5;11;6;5;7;1
02/08/2019;16;n/d;8;4;5;8;12;8;4;11;10;4;5;2
02/08/2019;17;n/d;12;4;4;2;10;9;4;16;7;5;6;4
02/08/2019;18;n/d;10;7;4;2;7;10;3;13;8;10;12;8
02/08/2019;19;n/d;12;11;4;7;6;11;5;16;7;8;9;5
02/08/2019;20;n/d;16;9;5;7;15;12;6;12;9;8;14;3
02/08/2019;21;n/d;12;8;6;7;15;10;8;13;7;9;13;5
02/08/2019;22;n/d;17;10;5;9;11;11;10;21;6;9;16;4
02/08/2019;23;n/d;12;12;4;8;8;12;10;18;8;7;12;3
02/08/2019;24;n/d;12;12;5;12;13;10;6;17;8;8;11;5
03/08/2019;1;n/d;10;10;6;10;13;9;6;12;8;9;14;11
03/08/2019;2;n/d;9;12;7;8;11;9;8;13;11;7;18;8
03/08/2019;3;n/d;15;8;7;6;9;10;7;12;9;7;10;6
03/08/2019;4;n/d;9;8;6;8;6;11;7;12;12;7;13;6
03/08/2019;5;n/d;16;9;5;7;11;11;8;14;12;8;13;6
03/08/2019;6;n/d;15;9;6;11;11;14;9;14;13;10;13;7
03/08/2019;7;n/d;11;13;7;8;14;13;11;14;14;8;18;10
03/08/2019;8;n/d;13;11;10;11;10;12;12;21;10;10;20;12
03/08/2019;9;n/d;10;9;8;8;11;14;10;15;12;12;18;9
03/08/2019;10;n/d;9;9;7;7;7;12;10;18;10;10;17;9
03/08/2019;11;n/d;11;7;9;7;9;12;8;18;9;10;18;8
03/08/2019;12;n/d;11;10;8;6;9;13;8;19;13;9;15;6
03/08/2019;13;10;10;6;9;6;8;13;5;19;9;8;14;5
03/08/2019;14;9;9;7;9;9;9;12;8;22;8;10;14;8
03/08/2019;15;10;12;12;5;8;10;11;11;19;10;12;16;8
03/08/2019;16;8;8;11;4;5;10;10;10;16;10;10;15;5
03/08/2019;17;10;9;8;6;3;10;10;7;17;8;6;17;7
03/08/2019;18;9;14;8;9;10;10;11;7;14;9;9;13;12
03/08/2019;19;11;12;7;9;10;17;12;11;17;8;7;22;8
03/08/2019;20;10;18;10;7;8;13;12;n/d;13;11;11;20;9
03/08/2019;21;14;14;8;9;6;9;13;12;18;10;11;19;9
03/08/2019;22;12;17;14;5;9;11;12;13;98;13;7;21;10
03/08/2019;23;14;16;13;4;9;12;11;13;13;15;8;20;12
03/08/2019;24;n/d;12;13;6;8;11;9;12;18;10;8;23;9
04/08/2019;1;n/d;11;11;3;9;8;11;11;23;12;7;16;10
04/08/2019;2;n/d;13;10;5;6;10;11;9;20;11;9;11;7
04/08/2019;3;n/d;13;8;4;7;12;7;7;16;8;9;15;10
04/08/2019;4;14;10;7;3;5;10;7;12;20;10;7;14;10
04/08/2019;5;12;12;9;6;9;11;8;11;16;9;4;13;8
04/08/2019;6;10;9;8;6;6;12;9;12;14;9;7;17;7
04/08/2019;7;6;9;12;4;6;15;10;8;13;12;8;13;4
04/08/2019;8;10;10;12;5;8;3;11;7;11;10;8;11;3
04/08/2019;9;8;11;10;6;5;11;10;7;11;7;7;20;5
04/08/2019;10;9;13;9;6;7;9;10;7;12;9;9;10;4
04/08/2019;11;8;14;7;3;6;9;8;5;10;6;8;10;2
04/08/2019;12;7;10;8;1;4;8;8;8;11;6;11;10;3
04/08/2019;13;10;14;18;2;1;9;9;8;9;6;8;10;5
04/08/2019;14;9;17;16;0;2;8;8;6;10;5;10;9;6
04/08/2019;15;9;13;8;n/d;4;7;7;5;9;6;9;12;5
04/08/2019;16;7;9;6;1;5;7;9;5;8;4;5;8;3
04/08/2019;17;8;9;6;2;5;12;8;8;11;5;5;15;2
04/08/2019;18;10;14;7;5;4;11;8;10;11;9;4;13;3
